交易对,方向,开仓时间,开仓价,平仓时间,平仓价,数量,收益,收益率,手续费,原因,仓位,累计收益,实际杠杆,当前回撤,持仓天数,当前收益(占权益),加仓次数
BCH-USDT-SWAP,多,2025-09-18 03:00:00,644.23441700,2025-09-18 22:00:00,626.57733600,2.253423,-41.51,-0.2859,1.72,移动止盈/止损,0.1019,4078.92,0.1019,-0.0074,0.7917,-0.002948,0
BNB-USDT-SWAP,多,2025-09-16 21:00:00,971.95326309,2025-09-19 15:00:00,983.13167700,4.982803,49.85,0.1029,5.85,移动止盈/止损,0.3486,4128.78,0.3486,-0.0039,2.7500,0.003529,1
NEAR-USDT-SWAP,多,2025-09-19 00:00:00,3.24032400,2025-09-19 17:00:00,3.10068990,309.895222,-44.45,-0.4427,1.18,移动止盈/止损,0.0704,4084.32,0.0704,-0.0070,0.7083,-0.003156,0
AVAX-USDT-SWAP,多,2025-09-18 03:00:00,33.83764189,2025-09-19 23:00:00,33.71562810,79.750336,-12.96,-0.0480,3.23,移动止盈/止损,0.1944,4071.36,0.1944,-0.0079,1.8333,-0.000921,1
ZEC-USDT-SWAP,多,2025-09-24 18:00:00,59.00590000,2025-09-25 15:00:00,56.61433800,14.252256,-35.07,-0.4171,0.99,移动止盈/止损,0.0598,4036.29,0.0598,-0.0104,0.8750,-0.002499,0
BNB-USDT-SWAP,多,2025-09-29 21:00:00,1030.90308000,2025-09-30 09:00:00,1008.93909600,2.778782,-64.43,-0.2249,3.40,移动止盈/止损,0.2033,3971.85,0.2033,-0.0150,0.5000,-0.004612,0
ZEN-USDT-SWAP,多,2025-09-30 03:00:00,9.14496906,2025-10-03 04:00:00,9.59304060,362.400549,158.31,0.4777,4.07,移动止盈/止损,0.2354,4130.16,0.2354,-0.0038,3.0417,0.011204,3
BNB-USDT-SWAP,多,2025-10-03 15:00:00,1165.95658400,2025-10-03 17:00:00,1136.84630400,1.373094,-41.87,-0.2615,1.90,移动止盈/止损,0.0962,4088.29,0.0962,-0.0068,0.0833,-0.002972,0
ZEC-USDT-SWAP,多,2025-09-29 00:00:00,80.75380528,2025-10-04 02:00:00,125.75742300,22.554978,1012.26,5.5576,2.79,移动止盈/止损,0.1780,5100.55,0.1780,0.0000,5.0833,0.067035,2
BOME-USDT-SWAP,多,2025-10-04 06:00:00,0.00182418,2025-10-04 08:00:00,0.00176882,905265.215668,-52.07,-0.3153,1.95,移动止盈/止损,0.1014,5048.49,0.1014,-0.0034,0.0833,-0.003460,0
APT-USDT-SWAP,多,2025-10-01 12:00:00,4.90556647,2025-10-04 23:00:00,5.19578037,2006.583669,570.18,0.5792,12.16,移动止盈/止损,0.6516,5618.66,0.6516,0.0000,3.4583,0.036506,3
NEAR-USDT-SWAP,多,2025-10-05 06:00:00,3.10331030,2025-10-05 14:00:00,3.02169780,507.809617,-43.31,-0.2748,1.87,移动止盈/止损,0.1009,5575.35,0.1009,-0.0028,0.3333,-0.002781,0
BNB-USDT-SWAP,多,2025-10-03 18:00:00,1173.48733700,2025-10-05 15:00:00,1158.87410100,0.898753,-14.39,-0.1365,1.26,对齐失效,0.0649,5560.96,0.0649,-0.0037,1.8750,-0.000925,0
DOGE-USDT-SWAP,多,2025-10-06 15:00:00,0.26682668,2025-10-07 06:00:00,0.26049395,6757.448361,-44.93,-0.2492,2.14,对齐失效,0.1160,5516.03,0.1160,-0.0066,0.6250,-0.002896,0
ETH-USDT-SWAP,多,2025-10-07 12:00:00,4746.47460000,2025-10-07 13:00:00,4701.52980000,0.726252,-36.76,-0.1066,4.12,移动止盈/止损,0.2164,5479.27,0.2164,-0.0089,0.0417,-0.002375,0
