section,stage,start,end,N,win_rate,payoff,roi_mean,roi_median,roi_std,pnl_sum,pnl_mean,lev_nom_mean,lev_act_mean,dd_mean,dd_min,dd_max,px_vol_mean,pnl_growth_mean,max_loss_streak,pearson_dir_pxvol,aligned_rate,aligned_win_rate,aligned_mean_roi,aligned_n,misaligned_win_rate,misaligned_mean_roi,misaligned_n,HHI_abs,top3_pos_share,pair,pair_n,pair_win_rate,pair_mean_roi,pair_pnl_sum,rank_in_stage
symbol,中期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1268386757915737,0.5452230546985947,BTC-USDT-SWAP,1,1,0.4413,63600,4
symbol,中期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1268386757915737,0.5452230546985947,PENGU-USDT-SWAP,11,0.6363636363636364,0.28406363636363635,61806,5
symbol,中期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1268386757915737,0.5452230546985947,SOL-USDT-SWAP,6,0.6666666666666666,0.1662,55594,6
symbol,中期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1268386757915737,0.5452230546985947,BONK-USDT-SWAP,9,0.6666666666666666,0.2688111111111111,26818,7
symbol,中期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1268386757915737,0.5452230546985947,ASTER-USDT-SWAP,2,0.5,0.8401500000000001,24944,8
symbol,中期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1268386757915737,0.5452230546985947,WLFI-USDT-SWAP,1,1,2.2484,21800,9
symbol,中期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1268386757915737,0.5452230546985947,WIF-USDT-SWAP,13,0.5384615384615384,0.10200000000000002,17431.85,10
symbol,中期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1268386757915737,0.5452230546985947,HYPE-USDT-SWAP,1,1,0.2183,2940,11
symbol,中期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1268386757915737,0.5452230546985947,DOGE-USDT-SWAP,1,1,0.2922,1728,12
symbol,中期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1268386757915737,0.5452230546985947,CFX-USDT-SWAP,3,0.6666666666666666,0.5394333333333333,481,13
symbol,中期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1268386757915737,0.5452230546985947,PEOPLE-USDT-SWAP,1,1,0.0137,40,14
symbol,中期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1268386757915737,0.5452230546985947,YGG-USDT-SWAP,1,1,0.0039000000000000003,34.1,15
symbol,中期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1268386757915737,0.5452230546985947,LTC-USDT-SWAP,1,0,-0.0289,-96,16
symbol,中期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1268386757915737,0.5452230546985947,ARB-USDT-SWAP,3,0.3333333333333333,-0.293966667,-1184,17
symbol,中期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1268386757915737,0.5452230546985947,AVAX-USDT-SWAP,1,0,-0.7907,-52300,18
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,ETH-USDT-SWAP,14,0.7142857142857143,-0.098078571,34918.04,1
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,WIF-USDT-SWAP,4,0.75,1.342675,31335,2
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,PENGU-USDT-SWAP,3,0.6666666666666666,1.2963000000000002,22244,3
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,BONK-USDT-SWAP,3,1,1.0663666666666665,21270,4
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,BNB-USDT-SWAP,5,0.4,0.28204,21165,5
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,AR-USDT-SWAP,1,1,2.0362999999999998,1386,6
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,ASTER-USDT-SWAP,2,1,0.2,1104.3,7
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,PEPE-USDT-SWAP,1,1,0.053399999999999996,120,8
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,ETH-USDT-260327,1,1,0.0040999999999999995,16,9
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,GIGGLE-USDT-SWAP,1,1,0.0085,6.46,10
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,OKB-USDT-SWAP,1,0,-0.2678,-960,11
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,PEOPLE-USDT-SWAP,1,0,-1.3073,-1022,12
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,BIO-USDT-SWAP,1,0,-0.8139,-1719,13
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,ZEC-USDT-SWAP,4,0.75,0.3052,-3894.6,14
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,XPL-USDT-SWAP,5,0.4,-0.0068,-10685,15
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,BTC-USDT-SWAP,11,0.45454545454545453,0.06838181818181818,-41344,16
symbol,后期,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1304423988199403,0.6625775653465585,SOL-USDT-SWAP,11,0.5454545454545454,-0.009809091,-42359,17
