交易对,方向,开仓时间,开仓价,平仓时间,平仓价,数量,收益,收益率,手续费,原因,仓位,累计收益,实际杠杆,当前回撤,持仓天数,当前收益(占权益),加仓次数
LTC-USDT-SWAP,多,2025-06-28 10:00:00,86.15612391,2025-06-30 06:00:00,86.17138200,97.586558,-8.60,-0.0010,10.09,移动止盈/止损,0.9280,-1130.34,0.9280,-0.2105,1.8333,-0.000965,2
SOL-USDT-SWAP,多,2025-06-28 16:00:00,149.12491100,2025-06-30 06:00:00,150.36496200,16.959401,17.98,0.0071,3.05,移动止盈/止损,0.2831,-1112.36,0.2831,-0.2089,1.5833,0.002013,0
BOME-USDT-SWAP,多,2025-06-28 22:00:00,0.00154415,2025-06-30 10:00:00,0.00156984,725631.554669,17.28,0.0154,1.36,移动止盈/止损,0.1254,-1095.07,0.1254,-0.2074,1.5000,0.001931,0
BONK-USDT-SWAP,多,2025-06-28 18:00:00,0.01448745,2025-06-30 12:00:00,0.01432857,100477.981365,-17.70,-0.0122,1.74,移动止盈/止损,0.1621,-1112.77,0.1621,-0.2089,1.7500,-0.001981,0
TON-USDT-SWAP,多,2025-06-30 16:00:00,2.95789576,2025-06-30 21:00:00,2.92240773,1005.658687,-39.24,-0.0132,3.55,移动止盈/止损,0.3337,-1152.01,0.3337,-0.2124,0.2083,-0.004411,0
BCH-USDT-SWAP,多,2025-06-30 16:00:00,517.35173000,2025-06-30 22:00:00,504.04959000,3.217550,-44.77,-0.0269,1.97,移动止盈/止损,0.1867,-1196.78,0.1867,-0.2164,0.2500,-0.005059,0
BNB-USDT-SWAP,多,2025-06-30 16:00:00,658.49584300,2025-07-01 04:00:00,652.46474700,1.026157,-7.00,-0.0104,0.81,移动止盈/止损,0.0758,-1203.78,0.0758,-0.2170,0.5000,-0.000791,0
BCH-USDT-SWAP,多,2025-07-01 02:00:00,521.05210000,2025-07-01 22:00:00,510.07898700,3.372093,-39.09,-0.0222,2.09,移动止盈/止损,0.1986,-1242.87,0.1986,-0.2204,0.8333,-0.004440,0
BNB-USDT-SWAP,多,2025-07-02 08:00:00,659.79548506,2025-07-03 15:00:00,656.89430400,6.757621,-24.94,-0.0056,5.34,移动止盈/止损,0.5034,-1267.81,0.5034,-0.2226,1.2917,-0.002841,1
BOME-USDT-SWAP,多,2025-07-02 20:00:00,0.00167417,2025-07-03 15:00:00,0.00158684,2964.762533,-0.26,-0.0533,0.01,移动止盈/止损,0.0006,-1268.08,0.0006,-0.2227,0.7917,-0.000030,0
TRX-USDT-SWAP,多,2025-06-30 06:00:00,0.27773087,2025-07-04 06:00:00,0.28575142,31575.932963,242.58,0.0277,10.68,时间止损,0.9987,-1025.50,0.9987,-0.2012,4.0000,0.026888,3
