交易对,方向,开仓时间,开仓价,平仓时间,平仓价,数量,收益,收益率,手续费,原因,仓位,累计收益,实际杠杆,当前回撤,持仓天数,当前收益(占权益),加仓次数
DOGE-USDT-SWAP,多,2025-08-07 21:00:00,0.22093100,2025-08-08 15:00:00,0.22113788,11441.786216,-0.67,-0.0026,3.03,移动止盈/止损,0.2360,316.17,0.2360,-0.0155,0.7500,-0.000065,1
XLM-USDT-SWAP,多,2025-08-08 00:00:00,0.45436337,2025-08-10 00:00:00,0.44703529,3312.326809,-26.06,-0.1732,1.79,对齐失效,0.1413,290.10,0.1413,-0.0180,2.0000,-0.002533,1
BOME-USDT-SWAP,多,2025-08-10 03:00:00,0.00201520,2025-08-10 06:00:00,0.00195880,487257.248719,-28.64,-0.2917,1.16,移动止盈/止损,0.0889,261.46,0.0889,-0.0207,0.1250,-0.002791,0
ARB-USDT-SWAP,多,2025-08-09 09:00:00,0.46919589,2025-08-10 08:00:00,0.45795420,5168.614717,-60.98,-0.2515,2.88,移动止盈/止损,0.2181,200.48,0.2181,-0.0265,0.9583,-0.005978,1
LINK-USDT-SWAP,多,2025-08-10 06:00:00,22.60326010,2025-08-10 12:00:00,21.58684110,30.513589,-31.82,-0.4614,0.81,移动止盈/止损,0.0628,168.66,0.0628,-0.0295,0.2500,-0.003130,0
PENDLE-USDT-SWAP,多,2025-08-07 09:00:00,4.65634495,2025-08-10 21:00:00,5.47355259,884.926111,717.79,1.7420,5.38,移动止盈/止损,0.4224,886.45,0.4224,0.0000,3.5000,0.065935,3
HYPE-USDT-SWAP,多,2025-08-10 15:00:00,45.99365689,2025-08-11 17:00:00,43.73262630,57.772511,-133.74,-0.5033,3.11,移动止盈/止损,0.2471,752.71,0.2471,-0.0123,1.0833,-0.012437,1
ETH-USDT-SWAP,多,2025-08-11 15:00:00,4329.31288800,2025-08-11 21:00:00,4217.57820000,0.282403,-33.00,-0.2699,1.45,移动止盈/止损,0.1130,719.71,0.1130,-0.0153,0.2500,-0.003079,0
UNI-USDT-SWAP,多,2025-08-13 00:00:00,11.62316220,2025-08-13 02:00:00,11.41585830,83.690909,-18.51,-0.1902,1.16,移动止盈/止损,0.0906,701.20,0.0906,-0.0170,0.0833,-0.001729,0
LINK-USDT-SWAP,多,2025-08-13 03:00:00,24.52545230,2025-08-13 06:00:00,23.45365440,33.128056,-36.46,-0.4488,0.95,移动止盈/止损,0.0756,664.74,0.0756,-0.0204,0.1250,-0.003419,0
SOL-USDT-SWAP,多,2025-08-12 21:00:00,201.35434680,2025-08-14 06:00:00,207.70922700,18.788383,114.79,0.3034,4.61,移动止盈/止损,0.3603,779.53,0.3603,-0.0098,1.3750,0.010649,2
ADA-USDT-SWAP,多,2025-08-14 06:00:00,1.01730172,2025-08-14 10:00:00,0.96820317,659.544197,-33.17,-0.4943,0.79,移动止盈/止损,0.0623,746.36,0.0623,-0.0129,0.1667,-0.003086,0
LTC-USDT-SWAP,多,2025-08-12 21:00:00,129.97299600,2025-08-14 12:00:00,122.65773300,8.079352,-60.33,-0.5745,1.22,移动止盈/止损,0.0980,686.03,0.0980,-0.0184,1.6250,-0.005645,0
UNI-USDT-SWAP,多,2025-08-13 06:00:00,11.87389476,2025-08-14 12:00:00,10.94290560,134.517716,-127.08,-0.7956,1.84,移动止盈/止损,0.1511,558.96,0.1511,-0.0301,1.2500,-0.012035,1
